Dataset,Wavpath,IBI_threshold,dur_before,dur_after,dur_middle,dur_audio,unannotated_ratio,min_max_temporange,mean_tempo,min_tempo,max_tempo,count_slower,count_faster,num_ibis,dur_slower,dur_faster
ASAP,Beethoven_Piano_Sonatas_16-1_Khmara05M.wav,6,1.09,1.10,0.00,284.81,0.01,"(10, 300)",138.22,91.07,166.66,0,0,647,0,0.00
ASAP,Beethoven_Piano_Sonatas_16-1_Woo05M.wav,6,1.17,1.09,0.00,278.58,0.01,"(10, 300)",143.18,51.49,176.55,0,0,647,0,0.00
ASAP,Beethoven_Piano_Sonatas_16-1_BuiJL02M.wav,6,1.13,1.08,0.00,282.44,0.01,"(10, 300)",140.91,56.60,175.88,0,0,647,0,0.00
ASAP,Liszt_Concert_Etude_S145_2_Lu03M.wav,6,1.36,1.06,0.00,155.98,0.02,"(10, 300)",150.84,48.35,295.38,0,0,376,0,0.00
ASAP,Beethoven_Piano_Sonatas_3-1_MiyashitaM03M.wav,6,1.00,0.93,0.00,449.11,0.00,"(10, 300)",149.14,24.59,1309.19,0,4,1063,0,0.41
ASAP,Bach_Prelude_bwv_876_Song01M.wav,6,1.03,0.84,0.00,134.35,0.01,"(10, 300)",97.76,21.13,107.54,0,0,211,0,0.00
ASAP,Beethoven_Piano_Sonatas_31-1_AbdelmoulaJS03M.wav,6,1.00,0.77,0.00,358.02,0.00,"(10, 300)",61.02,17.93,144.23,0,0,345,0,0.00
ASAP,Bach_Prelude_bwv_892_Hou01M.wav,6,0.96,0.71,0.00,100.48,0.02,"(10, 300)",109.60,73.68,130.17,0,0,180,0,0.00
ASAP,Beethoven_Piano_Sonatas_31-1_Zuber04M.wav,6,1.02,0.56,0.00,405.91,0.00,"(10, 300)",53.63,15.51,70.89,0,0,345,0,0.00
ASAP,Mozart_Piano_Sonatas_12-1_MunA03M.wav,6,1.06,0.55,0.00,273.16,0.01,"(10, 300)",152.50,85.71,201.75,0,0,685,0,0.00
ASAP,Beethoven_Piano_Sonatas_31-1_Na06M.wav,6,1.01,0.54,0.00,357.32,0.00,"(10, 300)",60.36,16.46,146.75,0,0,345,0,0.00
ASAP,Beethoven_Piano_Sonatas_24-1_Lisiecki05M.wav,6,1.03,0.53,6.33,430.34,0.02,"(10, 300)",121.81,9.48,272.65,1,0,812,6.32812,0.00
ASAP,Beethoven_Piano_Sonatas_31-1_BrendleA03M.wav,6,1.00,0.51,0.00,345.83,0.00,"(10, 300)",62.70,22.84,89.82,0,0,345,0,0.00
ASAP,Beethoven_Piano_Sonatas_26-1_Zhdanov05M.wav,6,0.97,0.48,0.00,394.53,0.00,"(10, 300)",223.93,19.19,424.72,0,2,1196,0,0.33
ASAP,Beethoven_Piano_Sonatas_21-1_no_repeat_KimSY02M.wav,6,0.96,0.45,0.00,498.37,0.00,"(10, 300)",150.99,25.25,222.61,0,0,1204,0,0.00
ASAP,Mozart_Piano_Sonatas_12-1_WuuE02M.wav,6,1.06,0.41,0.00,293.24,0.01,"(10, 300)",142.41,64.14,347.00,0,1,685,0,0.17
ASAP,Haydn_Keyboard_Sonatas_50-1_no_repeat_Shi07M.wav,6,1.00,0.40,0.00,324.84,0.00,"(10, 300)",113.12,29.07,133.18,0,0,598,0,0.00
ASAP,Beethoven_Piano_Sonatas_31-1_LeungM03M.wav,6,0.98,0.38,0.00,334.43,0.00,"(10, 300)",63.62,22.17,85.33,0,0,345,0,0.00
ASAP,Beethoven_Piano_Sonatas_31-1_HuangSW08M.wav,6,1.02,0.38,0.00,392.27,0.00,"(10, 300)",54.82,18.99,119.38,0,0,345,0,0.00
ASAP,Schumann_Kreisleriana_1_no_first_repeat_JohannsonP02M.wav,6,1.24,0.25,0.00,121.62,0.01,"(10, 300)",101.14,31.92,147.75,0,0,191,0,0.00
ASAP,Beethoven_Piano_Sonatas_8-1_Na06M.wav,6,0.96,0.24,0.00,362.46,0.00,"(10, 300)",154.96,18.88,202.55,0,0,652,0,0.00
ASAP,Beethoven_Piano_Sonatas_7-1_Larionova04M.wav,6,1.15,0.18,0.00,302.20,0.00,"(10, 300)",140.43,26.42,172.58,0,0,685,0,0.00
ASAP,Beethoven_Piano_Sonatas_18-1_ChenGuang03M.wav,6,1.02,0.17,0.00,365.41,0.00,"(10, 300)",148.56,44.01,13186.81,0,4,756,0,0.47
ASAP,Beethoven_Piano_Sonatas_7-1_LeeS02M.wav,6,1.22,0.10,0.00,300.17,0.00,"(10, 300)",141.79,27.76,242.32,0,0,685,0,0.00
ASAP,Haydn_Keyboard_Sonatas_50-1_no_repeat_HamSY02M.wav,6,1.03,0.09,0.00,308.05,0.00,"(10, 300)",120.32,24.27,145.60,0,0,598,0,0.00
ASAP,Beethoven_Piano_Sonatas_18-1_KOLESO06M.wav,6,1.07,0.08,0.00,360.43,0.00,"(10, 300)",131.35,61.18,180.57,0,0,756,0,0.00
ASAP,Haydn_Keyboard_Sonatas_50-1_no_repeat_GalantM02M.wav,6,1.01,0.07,0.00,326.36,0.00,"(10, 300)",111.80,31.31,132.79,0,0,598,0,0.00
ASAP,Schumann_Kreisleriana_1_Yarden09M.wav,6,1.01,0.07,0.00,161.67,0.01,"(10, 300)",92.64,30.88,117.25,0,0,239,0,0.00
ASAP,Haydn_Keyboard_Sonatas_39-1_Yarden07M.wav,6,0.96,0.07,0.00,204.51,0.01,"(10, 300)",98.06,11.62,196.08,0,0,309,0,0.00
